Product Type,Stock Keeping Unit,Price,Availability,Number of products sold,Revenue generated,Gender,Stock levels,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Costs,Supply Dates
HomeGoods,SKU167,2252,32,338,6152,Female,82,253,13,Gati,455,Prime Manufacturing,Kalaburagi,56,494,5,93.23849707,Fail,2,Air,795,08-10-1998
Cosmetics ,SKU168,639,9,341,5471,Female,81,457,38,DTDC,149,Nova Trading,Visakhapatnam,62,192,67,61.85618704,Fail,2,Road,279,09-10-1998
HomeGoods,SKU169,2866,91,410,7620,Female,63,281,10,DTDC,156,Prime Manufacturing,Trichy,63,338,38,82.49785943,Fail,2,Sea,964,10-10-1998
Cosmetics ,SKU170,2044,96,412,6246,Female,78,472,83,Gati,334,Apex Manufacturing,Ahmedabad,91,276,13,71.49558033,Pending,3,Rail,222,11-10-1998
Health Care,SKU171,2982,7,369,8482,Female,84,413,31,Mahindra Logistics,403,Vertex Industries,Bengaluru,59,460,38,55.86209416,Pending,3,Sea,552,12-10-1998
Health Care,SKU172,834,45,200,3557,Male,56,391,3,DHL Express,448,Vertex Trading,Noida,49,151,41,44.9515952,Fail,3,Rail,261,13-10-1998
Health Care,SKU173,1759,46,307,8737,Male,79,455,19,Delhivery,484,Prime Trading,Pune,70,134,7,73.8530738,Pass,4,Road,257,14-10-1998
HomeGoods,SKU174,2122,72,491,7380,Female,83,222,38,DHL Express,373,Global Trading,Delhi,33,612,12,64.47827604,Fail,2,Air,336,15-10-1998
SkinCare,SKU175,1426,73,253,6007,Other,79,493,38,Delhivery,405,Global Manufacturing,Amritsar,40,581,28,9.656903384,Pass,5,Air,914,16-10-1998
Cloths,SKU176,1812,39,110,8958,Male,70,290,33,FedEx,278,Prime Suppliers,Nagpur,20,474,65,4.867775757,Pass,3,Road,351,17-10-1998
SkinCare,SKU177,2397,91,334,6799,Other,84,206,86,DHL Express,378,Apex Industries,Raipur,50,461,26,23.94839981,Pending,2,Air,768,18-10-1998
Health Care,SKU178,1607,16,396,2225,Female,91,487,36,Gati,470,Apex Trading,Belagavi,40,263,65,23.47199527,Fail,3,Air,821,19-10-1998
Yogamats,SKU179,1850,49,211,9007,Other,82,437,48,DHL Express,453,Apex Logistics,Udupi,88,501,7,18.7444559,Fail,4,Road,532,20-10-1998
Yogamats,SKU180,2650,42,151,2840,Male,88,397,71,Mahindra Logistics,205,Apex Trading,Amritsar,38,132,74,38.7993825,Pass,1,Sea,695,21-10-1998
SkinCare,SKU181,1052,88,103,4563,Female,65,370,77,India Post,302,Vertex Suppliers,Thrissur,2,596,24,60.40558098,Pending,4,Rail,695,22-10-1998
Cosmetics ,SKU182,2233,51,114,7503,Male,93,393,58,FedEx,410,Apex Manufacturing,Mangaluru,88,162,8,75.78783437,Pass,1,Air,457,23-10-1998
Yogamats,SKU183,1104,15,415,4518,Male,89,273,98,FedEx,304,Global Logistics,Trichy,83,222,4,3.688772714,Fail,4,Rail,580,24-10-1998
Cosmetics ,SKU184,810,56,205,2191,Other,69,311,89,XpressBees,363,Nova Trading,Surat,55,467,46,83.9692219,Pending,3,Air,780,25-10-1998
HomeGoods,SKU185,2813,44,437,5557,Male,51,294,93,India Post,380,Apex Suppliers,Indore,68,108,39,33.74000869,Fail,2,Sea,508,26-10-1998
Cosmetics ,SKU186,1041,34,391,3110,Female,69,401,79,FedEx,384,Nova Manufacturing,Faridabad,78,168,76,80.27723016,Pending,1,Rail,229,27-10-1998
Cosmetics ,SKU187,2068,6,411,6857,Male,76,466,56,India Post,363,Nova Trading,Kalaburagi,95,772,10,81.57102775,Fail,2,Sea,118,28-10-1998
Health Care,SKU188,1878,100,235,7823,Female,56,330,69,Mahindra Logistics,151,Global Suppliers,Pune,17,983,79,97.05471683,Pass,2,Air,341,29-10-1998
SkinCare,SKU189,2021,94,136,4999,Male,90,303,16,India Post,342,Global Trading,Delhi,81,598,36,3.380021399,Pending,3,Air,777,30-10-1998
Health Care,SKU190,1795,70,449,9755,Male,68,262,28,Gati,432,Apex Logistics,Noida,55,349,40,74.51192088,Pass,1,Air,847,31-10-1998
SkinCare,SKU191,1547,46,177,3098,Male,70,442,12,XpressBees,228,Vertex Manufacturing,Surat,97,795,42,20.10278987,Pass,5,Sea,974,01-11-1998
HomeGoods,SKU192,2116,50,302,4037,Female,71,272,99,Gati,342,Prime Trading,Vadodara,63,812,79,20.88471698,Pass,2,Air,730,02-11-1998
SkinCare,SKU193,1612,87,309,4971,Female,74,478,60,Safexpress,241,Global Manufacturing,Dharwad,28,120,72,73.67609115,Pending,4,Sea,519,03-11-1998
SkinCare,SKU194,841,46,278,7797,Female,74,444,35,DHL Express,325,Apex Industries,Vadodara,88,243,49,32.46615454,Fail,5,Sea,401,04-11-1998
HomeGoods,SKU195,1746,69,413,8506,Male,92,202,17,FedEx,472,Apex Trading,Ludhiana,33,560,58,30.98289295,Fail,3,Rail,378,05-11-1998
HomeGoods,SKU196,2234,34,159,6919,Male,78,399,19,Delhivery,121,Global Suppliers,Noida,19,390,35,78.45957164,Pass,2,Sea,118,06-11-1998
Cloths,SKU197,1366,77,400,7219,Female,85,258,92,DHL Express,381,Apex Logistics,Chandigarh,6,514,27,64.3947931,Fail,2,Sea,828,07-11-1998
HomeGoods,SKU198,1479,37,253,5087,Other,75,224,70,Blue Dart,314,Apex Industries,Amritsar,54,913,24,68.48060519,Pending,2,Road,375,08-11-1998
Cloths,SKU199,1715,74,412,6953,Other,52,450,22,India Post,322,Global Trading,Udupi,45,410,23,68.1846049,Pass,2,Sea,446,09-11-1998
Cloths,SKU200,2831,14,232,7173,Male,75,204,14,Delhivery,366,Vertex Suppliers,Jaipur,86,851,3,61.45914541,Fail,2,Road,292,10-11-1998
Cloths,SKU201,609,7,206,9263,Male,62,394,27,DTDC,469,Global Manufacturing,Trivandrum,71,112,73,81.32836352,Fail,4,Rail,969,11-11-1998
Health Care,SKU202,2515,24,454,9791,Female,67,203,47,Delhivery,139,Nova Industries,Jaipur,25,328,44,3.34985032,Fail,5,Air,864,12-11-1998
Cosmetics ,SKU203,1722,79,248,6739,Male,55,203,12,Blue Dart,321,Apex Suppliers,Vijayawada,22,476,25,81.19205664,Pass,1,Sea,828,13-11-1998
Health Care,SKU204,2718,39,489,9528,Other,63,335,96,XpressBees,421,Global Suppliers,Mangaluru,4,550,13,79.05138745,Pending,2,Sea,431,14-11-1998
SkinCare,SKU205,1911,92,182,7935,Female,63,438,47,Blue Dart,281,Nova Suppliers,Patna,13,469,39,46.52157496,Pending,5,Sea,536,15-11-1998
SkinCare,SKU206,2528,78,120,8530,Other,89,289,75,Delhivery,399,Nova Logistics,Bhopal,84,465,38,9.977812964,Pass,1,Road,183,16-11-1998
Cloths,SKU207,1718,4,117,4809,Female,53,483,2,India Post,418,Prime Suppliers,Tiruppur,2,510,6,29.06125051,Pending,1,Rail,723,17-11-1998
SkinCare,SKU208,2782,33,112,2576,Male,67,330,77,DHL Express,204,Apex Manufacturing,Bengaluru,13,953,9,52.92440468,Fail,1,Rail,629,18-11-1998
HomeGoods,SKU209,2962,42,265,9295,Male,64,380,99,Blue Dart,100,Nova Trading,Indore,82,775,40,45.609028,Fail,5,Sea,101,19-11-1998
Cloths,SKU210,870,43,333,7419,Female,88,369,70,DTDC,430,Global Manufacturing,Cuttack,63,788,49,69.12250752,Pass,1,Sea,967,20-11-1998
SkinCare,SKU211,688,78,361,3890,Other,68,323,21,Blue Dart,414,Apex Industries,Davangere,35,196,12,46.08164079,Fail,3,Sea,982,21-11-1998
Yogamats,SKU212,2143,75,118,6839,Female,56,351,83,Mahindra Logistics,358,Global Logistics,Coimbatore,47,853,61,16.63065437,Pending,1,Air,387,22-11-1998
Cosmetics ,SKU213,1209,86,156,9014,Male,75,473,44,India Post,364,Nova Industries,Ranchi,46,427,62,50.46905654,Pending,3,Rail,894,23-11-1998
SkinCare,SKU214,563,54,432,6780,Female,73,488,19,XpressBees,278,Prime Suppliers,Trichy,100,927,44,43.52654663,Pending,3,Rail,988,24-11-1998
SkinCare,SKU215,1570,47,157,5580,Male,50,465,39,FedEx,364,Prime Industries,Ranchi,82,918,2,8.61227609,Fail,5,Sea,796,25-11-1998
Cosmetics ,SKU216,1275,69,488,6102,Male,80,253,20,Safexpress,405,Apex Industries,Salem,61,478,58,11.84081672,Pending,5,Air,298,26-11-1998
Health Care,SKU217,2512,28,492,3073,Female,52,373,87,Gati,440,Vertex Trading,Indore,87,711,36,52.33502818,Pass,2,Road,509,27-11-1998
Cosmetics ,SKU218,780,73,336,7157,Male,64,487,50,FedEx,363,Nova Industries,Chandigarh,12,755,73,92.62523454,Pass,2,Road,813,28-11-1998
SkinCare,SKU219,2559,28,126,9899,Female,75,256,53,Gati,329,Prime Logistics,Belagavi,23,538,11,48.31535088,Pending,4,Road,795,29-11-1998
HomeGoods,SKU220,2068,87,315,2389,Male,75,271,62,FedEx,174,Nova Suppliers,Thrissur,35,876,40,27.0484263,Pending,3,Road,898,30-11-1998
SkinCare,SKU221,807,21,188,2118,Male,95,319,88,Delhivery,326,Vertex Manufacturing,Kalaburagi,81,242,66,9.97995613,Pending,2,Rail,480,01-12-1998
Health Care,SKU222,2666,37,142,5185,Female,67,286,71,Gati,328,Prime Industries,Delhi,67,596,2,53.24601618,Pending,2,Road,197,02-12-1998
Cosmetics ,SKU223,2139,66,241,3578,Other,76,217,70,Mahindra Logistics,264,Global Industries,Noida,30,287,47,63.80480923,Fail,2,Air,151,03-12-1998
SkinCare,SKU224,798,48,439,4095,Male,89,366,29,Gati,412,Nova Logistics,Visakhapatnam,2,577,20,80.75435724,Pending,3,Road,909,04-12-1998
HomeGoods,SKU225,2148,52,358,3656,Female,78,398,20,India Post,410,Vertex Trading,Chennai,16,794,13,83.22411349,Pending,4,Air,645,05-12-1998
Health Care,SKU226,1367,66,168,3850,Male,59,286,40,DHL Express,384,Vertex Suppliers,Nagpur,26,618,36,13.63526136,Pending,2,Rail,910,06-12-1998
Cosmetics ,SKU227,2607,66,219,6699,Male,80,284,75,Blue Dart,373,Global Trading,Bhopal,100,185,41,38.66543985,Pending,4,Rail,916,07-12-1998
Yogamats,SKU228,2018,8,447,2986,Female,69,229,14,DHL Express,406,Global Industries,Bengaluru,12,809,15,39.88635606,Pass,5,Air,142,08-12-1998
Yogamats,SKU229,1481,13,427,3663,Female,52,252,80,DTDC,256,Apex Suppliers,Dharwad,5,213,1,54.68540279,Fail,2,Air,879,09-12-1998
Yogamats,SKU230,2641,13,127,3644,Other,86,498,15,India Post,366,Vertex Logistics,Mumbai,84,783,2,18.1027744,Fail,3,Air,536,10-12-1998
HomeGoods,SKU231,1271,35,260,4691,Female,68,295,34,XpressBees,349,Nova Trading,Bhopal,56,825,14,81.85119024,Pass,2,Sea,336,11-12-1998
Cosmetics ,SKU232,2761,59,488,6947,Female,55,291,2,India Post,484,Vertex Trading,Nagpur,31,629,68,12.45558118,Fail,3,Sea,549,12-12-1998
Cosmetics ,SKU233,1261,63,408,5298,Other,94,445,75,DTDC,297,Vertex Industries,Pune,19,292,64,33.17033549,Fail,5,Air,883,13-12-1998
Health Care,SKU234,2165,13,240,4164,Female,63,437,7,Safexpress,151,Apex Trading,Pune,27,735,67,85.85466095,Fail,2,Rail,895,14-12-1998
SkinCare,SKU235,2304,75,489,2022,Female,62,467,76,Delhivery,374,Apex Manufacturing,Raipur,57,198,1,44.98071128,Pending,2,Road,486,15-12-1998
Cloths,SKU236,533,89,328,4303,Female,52,201,88,Gati,339,Nova Suppliers,Indore,23,835,4,35.78796791,Fail,1,Sea,624,16-12-1998
SkinCare,SKU237,2547,50,436,4490,Female,74,328,87,FedEx,223,Apex Suppliers,Pune,98,260,69,37.755072,Pass,3,Sea,771,17-12-1998
Yogamats,SKU238,1789,30,155,6950,Male,86,447,88,DTDC,149,Apex Industries,Kolkata,12,705,15,20.82037202,Pending,1,Sea,118,18-12-1998
Yogamats,SKU239,804,87,427,3598,Female,58,225,53,DHL Express,496,Prime Suppliers,Bhopal,3,1000,43,57.52294706,Pass,3,Sea,234,19-12-1998
SkinCare,SKU240,1856,97,441,6505,Other,69,451,96,DTDC,344,Nova Manufacturing,Coimbatore,84,418,46,13.72362016,Pass,1,Air,410,20-12-1998
HomeGoods,SKU241,1569,32,154,6876,Female,63,492,11,Blue Dart,451,Apex Trading,Ludhiana,64,337,63,20.16910478,Pending,4,Air,565,21-12-1998
Cloths,SKU242,1029,56,229,7002,Male,75,338,9,Safexpress,465,Global Logistics,Visakhapatnam,57,505,71,74.37041396,Pass,1,Air,223,22-12-1998
Health Care,SKU243,1334,29,127,5677,Female,91,481,36,DTDC,325,Global Manufacturing,Bengaluru,21,473,56,97.57105307,Pending,2,Road,609,23-12-1998
SkinCare,SKU244,745,69,295,9952,Female,92,370,15,XpressBees,368,Global Manufacturing,Tumakuru,96,532,80,63.52726415,Pass,1,Road,930,24-12-1998
SkinCare,SKU245,2227,33,248,2001,Female,100,483,1,FedEx,204,Global Suppliers,Kolkata,25,381,50,40.8355662,Fail,4,Rail,774,25-12-1998
Cloths,SKU246,2644,21,115,2630,Male,53,396,91,Safexpress,280,Apex Trading,Bhubaneswar,71,156,6,79.56631078,Fail,4,Sea,992,26-12-1998
SkinCare,SKU247,2730,85,450,7623,Female,76,494,65,Blue Dart,356,Prime Suppliers,Kochi,92,316,73,21.52185453,Fail,2,Air,886,27-12-1998
Health Care,SKU248,1589,18,285,5378,Other,58,498,95,India Post,478,Vertex Manufacturing,Ranchi,99,324,41,56.35883324,Pending,4,Road,872,28-12-1998
Cosmetics ,SKU249,1920,17,220,9383,Male,60,408,23,DHL Express,343,Apex Manufacturing,Ballari,15,120,17,94.71540921,Fail,4,Rail,403,29-12-1998
Cosmetics ,SKU250,1943,83,275,9850,Female,83,307,39,Delhivery,462,Apex Suppliers,Mysuru,37,379,34,62.82358564,Pass,2,Sea,263,30-12-1998
Cloths,SKU251,2359,50,427,2053,Other,99,338,50,XpressBees,102,Nova Industries,Bhubaneswar,71,513,7,61.21182841,Pass,3,Road,831,31-12-1998
Yogamats,SKU252,1178,30,262,4559,Other,92,351,57,FedEx,499,Prime Trading,Vijayawada,98,402,38,15.95563526,Pass,3,Rail,214,01-01-1999
Cosmetics ,SKU253,910,63,300,9264,Female,97,211,81,Safexpress,194,Prime Trading,Salem,50,380,53,54.06479118,Pending,3,Road,896,02-01-1999
Cosmetics ,SKU254,2041,85,163,8080,Male,57,428,83,Delhivery,135,Prime Logistics,Tumakuru,1,487,29,59.26692523,Pending,1,Air,555,03-01-1999
Health Care,SKU255,882,43,190,5935,Other,79,450,3,India Post,418,Apex Logistics,Tiruppur,54,669,36,32.10904491,Pending,5,Rail,396,04-01-1999
Cloths,SKU256,1907,95,415,9931,Male,82,483,21,FedEx,345,Vertex Trading,Cuttack,66,128,9,36.20428861,Pass,2,Sea,488,05-01-1999
Health Care,SKU257,2879,35,416,9370,Female,92,217,17,India Post,173,Global Logistics,Bengaluru,43,838,23,27.81369187,Fail,4,Rail,887,06-01-1999
Health Care,SKU258,526,48,130,2223,Male,62,377,42,India Post,130,Apex Logistics,Udupi,80,478,38,21.58047861,Pass,2,Road,470,07-01-1999
Cosmetics ,SKU259,653,74,491,5135,Male,60,409,96,India Post,362,Apex Trading,Madurai,16,647,64,15.11168959,Pending,4,Sea,598,08-01-1999
Yogamats,SKU260,1016,62,494,6514,Other,84,254,36,Blue Dart,338,Apex Manufacturing,Vadodara,53,159,24,8.459115256,Pass,4,Air,322,09-01-1999
Cloths,SKU261,2358,20,346,2984,Male,95,351,18,DTDC,138,Prime Logistics,Kolkata,54,764,23,80.30302452,Pass,3,Sea,917,10-01-1999
SkinCare,SKU262,1259,23,159,6546,Female,90,201,96,Blue Dart,420,Nova Trading,Coimbatore,31,169,1,80.54565247,Fail,5,Road,520,11-01-1999
Cloths,SKU263,843,33,231,6959,Female,91,202,14,Mahindra Logistics,437,Apex Industries,Davangere,8,283,54,22.52744747,Fail,1,Road,717,12-01-1999
SkinCare,SKU264,759,57,314,9089,Female,59,263,73,India Post,413,Apex Suppliers,Kalaburagi,1,895,48,53.83431638,Pending,3,Air,658,13-01-1999
SkinCare,SKU265,2405,15,463,7921,Other,84,413,23,Delhivery,357,Nova Trading,Udupi,66,489,16,47.75888729,Pending,1,Road,965,14-01-1999
HomeGoods,SKU266,2976,84,266,3937,Male,92,365,47,Mahindra Logistics,236,Vertex Manufacturing,Noida,53,143,66,61.0267384,Fail,3,Road,440,15-01-1999
Health Care,SKU267,1595,70,235,6991,Female,90,404,23,FedEx,369,Global Logistics,Coimbatore,8,833,15,34.20967241,Fail,4,Rail,399,16-01-1999
HomeGoods,SKU268,530,32,335,4813,Male,54,325,79,DTDC,140,Vertex Suppliers,Madurai,30,865,47,46.29754849,Fail,2,Air,911,17-01-1999
Cloths,SKU269,2716,98,135,9686,Other,85,298,66,India Post,361,Nova Manufacturing,Nagpur,62,591,14,44.92713459,Pending,5,Road,484,18-01-1999
Yogamats,SKU270,1527,32,473,9207,Other,66,375,4,Blue Dart,376,Global Logistics,Salem,94,965,49,79.0911986,Pending,2,Air,655,19-01-1999
Cosmetics ,SKU271,1963,92,116,8669,Male,60,357,65,Delhivery,203,Vertex Logistics,Surat,74,267,34,68.87383385,Pass,4,Sea,307,20-01-1999
SkinCare,SKU272,1908,35,407,4983,Other,69,260,51,DHL Express,115,Global Manufacturing,Coimbatore,77,699,50,99.54439902,Pending,4,Road,309,21-01-1999
SkinCare,SKU273,1048,86,147,5516,Male,90,353,76,India Post,338,Prime Trading,Vadodara,34,697,80,61.70266098,Pass,4,Air,743,22-01-1999
Cloths,SKU274,2998,85,154,3205,Male,78,450,57,Safexpress,137,Vertex Logistics,Ranchi,26,591,49,56.97813767,Pending,3,Air,288,23-01-1999
Yogamats,SKU275,2422,58,285,9754,Other,89,303,19,Delhivery,325,Global Trading,Salem,93,469,59,56.19098588,Pending,5,Road,626,24-01-1999
Yogamats,SKU276,2376,93,200,7375,Other,54,373,87,Mahindra Logistics,285,Nova Trading,Salem,45,905,21,11.18691447,Pass,2,Air,621,25-01-1999
SkinCare,SKU277,2823,62,272,7944,Male,57,340,61,Delhivery,115,Global Suppliers,Belagavi,38,181,50,25.82753099,Pending,4,Air,199,26-01-1999
Health Care,SKU278,2476,74,193,5958,Other,69,307,79,Mahindra Logistics,128,Nova Logistics,Kochi,98,905,4,15.08716213,Fail,3,Rail,477,27-01-1999
Health Care,SKU279,2713,52,459,5076,Female,95,352,8,Safexpress,254,Prime Manufacturing,Delhi,85,271,23,39.16132531,Pending,2,Rail,940,28-01-1999
SkinCare,SKU280,1888,85,104,9459,Male,55,436,18,DTDC,387,Global Manufacturing,Noida,58,807,55,22.96993903,Fail,1,Sea,661,29-01-1999
Cloths,SKU281,2449,46,336,7091,Female,58,296,22,Delhivery,195,Nova Suppliers,Indore,96,411,64,23.30866991,Pending,2,Air,328,30-01-1999
Cosmetics ,SKU282,657,41,377,3092,Male,61,426,62,DTDC,242,Vertex Logistics,Indore,45,661,54,87.19850552,Pending,4,Rail,883,31-01-1999
Cosmetics ,SKU283,817,64,332,5764,Male,90,398,26,Mahindra Logistics,283,Vertex Manufacturing,Salem,72,678,3,4.938020176,Pending,3,Rail,900,01-02-1999
SkinCare,SKU284,2280,8,428,7537,Male,55,229,31,Mahindra Logistics,142,Prime Industries,Davangere,55,749,5,46.21905641,Pending,3,Air,789,02-02-1999
Yogamats,SKU285,2288,64,367,4818,Male,83,312,34,Gati,202,Global Industries,Dharwad,57,382,36,48.02533603,Pending,5,Sea,174,03-02-1999
Health Care,SKU286,990,16,472,8082,Female,83,206,7,Mahindra Logistics,175,Global Trading,Thrissur,71,424,54,8.349357369,Fail,2,Air,444,04-02-1999
Cosmetics ,SKU287,1101,56,204,4551,Female,99,393,66,Gati,357,Apex Industries,Dharwad,20,552,50,42.73964541,Fail,2,Sea,516,05-02-1999
HomeGoods,SKU288,2510,83,376,5455,Female,51,249,14,India Post,437,Global Logistics,Pune,51,385,64,39.99229031,Fail,5,Sea,933,06-02-1999
HomeGoods,SKU289,2254,88,411,7354,Female,56,445,22,DHL Express,178,Nova Trading,Noida,12,597,10,56.23004154,Fail,1,Road,103,07-02-1999
HomeGoods,SKU290,2489,95,258,4827,Other,84,340,78,Gati,265,Prime Trading,Vijayawada,37,485,74,77.17025974,Fail,4,Road,578,08-02-1999
Yogamats,SKU291,1973,77,488,9752,Male,63,372,27,India Post,395,Prime Suppliers,Davangere,76,618,68,24.81997659,Pass,3,Rail,766,09-02-1999
Health Care,SKU292,2525,31,216,6744,Male,65,230,11,Safexpress,217,Nova Manufacturing,Surat,51,982,43,60.89677068,Fail,3,Air,314,10-02-1999
SkinCare,SKU293,688,42,338,8020,Other,60,332,97,Blue Dart,241,Apex Manufacturing,Hyderabad,43,461,11,3.087981472,Pass,3,Air,249,11-02-1999
Cosmetics ,SKU294,2704,34,484,2850,Male,61,358,41,Gati,414,Apex Manufacturing,Ranchi,18,268,71,23.97166128,Pending,1,Sea,441,12-02-1999
Yogamats,SKU295,2830,33,325,2248,Male,55,316,45,Gati,393,Global Industries,Salem,43,411,60,75.9853946,Pending,3,Sea,590,13-02-1999
HomeGoods,SKU296,1424,98,277,4237,Male,91,463,71,India Post,160,Prime Logistics,Kolkata,48,581,55,94.73255922,Pass,5,Rail,678,14-02-1999
Yogamats,SKU297,1660,64,415,2118,Male,53,455,78,DHL Express,155,Nova Suppliers,Bhopal,75,919,2,7.751434992,Pending,5,Road,122,15-02-1999
Health Care,SKU298,2959,43,158,8490,Male,93,271,17,Gati,406,Global Trading,Mumbai,59,144,77,16.25673606,Pending,3,Road,766,16-02-1999
Yogamats,SKU299,2864,27,410,4652,Other,81,470,74,DHL Express,327,Vertex Manufacturing,Ahmedabad,89,220,56,3.775727476,Pending,5,Sea,146,17-02-1999
Cosmetics ,SKU300,2772,23,290,2905,Male,57,213,77,India Post,279,Global Trading,Trichy,26,720,34,25.32976414,Pass,3,Rail,665,18-02-1999
Yogamats,SKU301,2861,12,399,2424,Male,95,293,1,Mahindra Logistics,107,Prime Logistics,Indore,9,851,65,28.06220723,Fail,5,Air,803,19-02-1999
Health Care,SKU302,1251,16,490,6564,Female,81,349,95,XpressBees,342,Nova Logistics,Udupi,98,820,31,87.70363759,Fail,2,Sea,650,20-02-1999
Health Care,SKU303,1934,94,195,2850,Other,79,486,32,India Post,120,Prime Trading,Kolkata,77,248,53,25.98910167,Pass,2,Air,161,21-02-1999
Yogamats,SKU304,1572,21,249,6074,Male,59,331,67,Blue Dart,215,Apex Suppliers,Pune,44,189,48,4.667939717,Fail,2,Road,442,22-02-1999
HomeGoods,SKU305,1770,64,198,7428,Other,63,257,7,DHL Express,125,Prime Manufacturing,Kozhikode,87,801,20,55.92778245,Pending,1,Road,669,23-02-1999
HomeGoods,SKU306,2425,17,191,9692,Male,79,469,69,Gati,290,Vertex Suppliers,Hyderabad,43,853,41,74.503412,Pass,5,Rail,350,24-02-1999
HomeGoods,SKU307,1224,16,330,9636,Other,70,368,14,Delhivery,470,Global Industries,Bhubaneswar,97,674,75,97.33251099,Pass,3,Rail,285,25-02-1999
Yogamats,SKU308,2966,5,113,9784,Other,89,279,30,Gati,149,Apex Manufacturing,Ballari,44,365,24,80.19491695,Pending,4,Sea,356,26-02-1999
SkinCare,SKU309,921,49,333,7902,Female,75,475,34,DTDC,167,Prime Trading,Kannur,47,1000,67,73.9895736,Pending,2,Air,182,27-02-1999
Cosmetics ,SKU310,2331,74,255,8512,Female,78,436,60,Blue Dart,148,Apex Suppliers,Gurgaon,45,535,35,54.76261859,Pass,1,Air,474,28-02-1999
HomeGoods,SKU311,1643,43,119,3033,Female,80,310,31,Safexpress,266,Nova Trading,Belagavi,26,584,66,45.48365939,Pending,5,Road,185,01-03-1999
HomeGoods,SKU312,1621,52,306,3137,Female,71,287,10,XpressBees,477,Apex Suppliers,Chennai,17,526,9,41.79036489,Pass,4,Road,646,02-03-1999
HomeGoods,SKU313,660,73,118,3324,Female,77,244,98,Blue Dart,119,Apex Industries,Ranchi,96,623,62,66.36922096,Pass,1,Road,754,03-03-1999
Health Care,SKU314,1583,81,134,5388,Female,72,491,88,Safexpress,197,Prime Trading,Chennai,92,205,63,8.793789671,Fail,2,Sea,431,04-03-1999
Cloths,SKU315,2732,79,478,9814,Female,65,338,88,India Post,348,Global Trading,Mangaluru,10,691,24,75.59526117,Pending,2,Air,529,05-03-1999
Health Care,SKU316,2007,24,407,3933,Female,87,311,69,Mahindra Logistics,192,Vertex Logistics,Udupi,12,615,52,77.31151772,Pass,1,Road,970,06-03-1999
SkinCare,SKU317,879,67,343,9539,Male,77,338,54,Gati,204,Vertex Trading,Vadodara,97,988,66,38.30881171,Pass,4,Sea,957,07-03-1999
Yogamats,SKU318,1581,43,308,8865,Male,70,389,71,Safexpress,483,Vertex Suppliers,Belagavi,21,667,75,66.25906399,Pass,1,Air,784,08-03-1999
SkinCare,SKU319,1034,50,147,7765,Female,65,215,98,DHL Express,230,Prime Industries,Trichy,52,514,3,23.89177932,Pending,5,Air,219,09-03-1999
HomeGoods,SKU320,1392,32,347,2795,Other,73,456,54,DHL Express,221,Global Logistics,Udupi,86,953,22,88.54254592,Pending,3,Rail,410,10-03-1999
SkinCare,SKU321,2502,27,443,4112,Female,67,308,49,DHL Express,346,Vertex Industries,Coimbatore,24,742,43,64.43869859,Fail,1,Rail,566,11-03-1999
Cloths,SKU322,1048,51,219,7224,Other,62,496,21,Delhivery,294,Apex Industries,Trichy,85,340,10,43.71162005,Pass,2,Sea,809,12-03-1999
Cloths,SKU323,1820,33,177,6917,Other,54,311,77,DTDC,365,Vertex Trading,Ahmedabad,23,288,23,82.16966114,Fail,4,Road,151,13-03-1999
Health Care,SKU324,2450,73,265,9548,Male,76,499,63,XpressBees,116,Prime Suppliers,Bhubaneswar,23,691,61,48.00126861,Fail,3,Sea,993,14-03-1999
Cosmetics ,SKU325,1537,99,430,3083,Female,79,323,57,DHL Express,188,Vertex Suppliers,Indore,51,656,44,52.846077,Fail,4,Rail,710,15-03-1999
SkinCare,SKU326,1714,89,399,7521,Male,82,228,36,India Post,420,Nova Trading,Kannur,58,570,22,14.16575931,Pass,2,Rail,537,16-03-1999
Cosmetics ,SKU327,2449,52,484,6115,Other,55,204,44,DHL Express,292,Nova Logistics,Salem,52,627,20,10.42799853,Fail,3,Air,229,17-03-1999
